url,legitimate(%),fake(%),prediction
https://edition.cnn.com/middleeast/live-news/israel-hamas-war-gaza-news-10-22-23/index.html,99.9,0.01,legitimate
https://www.euronews.com/2023/10/23/israel-steps-up-attacks-on-gaza-as-vital-humanitarian-aid-trickles-in,99.99148845672607,0.0085129642684478,legitimate
https://www.euronews.com/2023/10/22/swiss-elections-polls-show-right-wing-populists-and-socialists-may-fare-well,99.9964714050293,0.003526311047608,legitimate
https://www.euronews.com/2023/10/23/israel-steps-up-attacks-on-gaza-as-vital-humanitarian-aid-trickles-in,99.99582767486572,0.0041727173083927,legitimate
https://news.ohmymag.co.uk/entertainment/royal-family/prince-harry-a-source-claims-he-reconnected-with-his-uncle-and-aunt-is-this-true_art19376.html?utm_source=outbrain&utm_medium=cpc&utm_term=CNN+Edition+%28Turner+International%29_Entertainment&utm_campaign=pmo_OMU_article_desktop_desktop_iso_princeharry_uncle_aunt_geoloc&dicbo=v4-dZAPh7I-1076692674,0.3138779662549495,99.6861219406128,fake
https://edition.cnn.com/middleeast/live-news/israel-hamas-war-gaza-news-10-24-23/index.html,99.99618530273438,0.0038108955777715,legitimate
https://edition.cnn.com/middleeast/live-news/israel-hamas-war-gaza-news-10-24-23/index.html,99.99675750732422,0.0032475956686539,legitimate
https://edition.cnn.com/2023/10/24/middleeast/israel-hamas-gaza-war-tuesday-intl-hnk/index.html,99.9943733215332,0.0056314725952688,legitimate
https://edition.cnn.com/2023/10/24/middleeast/israel-hamas-gaza-war-tuesday-intl-hnk/index.html,99.9943733215332,0.0056314725952688,legitimate
https://edition.cnn.com/middleeast/live-news/israel-hamas-war-gaza-palestine-10-25-23/index.html,99.98090863227844,0.0190926555660553,legitimate
https://edition.cnn.com/middleeast/live-news/israel-hamas-war-gaza-palestine-10-25-23/index.html,99.98090863227844,0.0190926555660553,legitimate
https://edition.cnn.com/middleeast/live-news/israel-hamas-war-gaza-palestine-10-25-23/index.html,99.99613761901855,0.0038676262192893,legitimate
https://edition.cnn.com/middleeast/live-news/israel-hamas-war-gaza-palestine-10-25-23/index.html,99.99613761901855,0.0038676262192893,legitimate
https://edition.cnn.com/middleeast/live-news/israel-hamas-war-gaza-palestine-10-25-23/index.html,99.29271340370178,0.7072793785482645,legitimate
https://www.infowars.com/posts/this-is-1776-part-two-for-the-whole-world-vivek-alex-jones-warn-of-the-coming-globalist-technocracy/,0.0026944468118017,99.99730587005617,fake
https://www.infowars.com/posts/emmer-drops-out-of-house-speaker-race-after-trump-calls-rino-supporters-bail/,0.0022143864043755,99.99778270721436,fake
https://www.infowars.com/posts/israel-calls-on-un-chief-to-resign/,0.0639997015241533,99.93600249290466,fake
https://www.infowars.com/posts/us-pilot-attempts-to-crash-plane-full-of-passengers/,0.0088921711721923,99.99110698699953,fake
https://www.infowars.com/posts/this-is-1776-part-two-for-the-whole-world-vivek-alex-jones-warn-of-the-coming-globalist-technocracy/,0.0026944468118017,99.99730587005617,fake
https://www.infowars.com/posts/this-is-1776-part-two-for-the-whole-world-vivek-alex-jones-warn-of-the-coming-globalist-technocracy/,0.0029210355933173,99.997079372406,fake
https://www.infowars.com/posts/rep-mike-johnson-elected-house-speaker/,0.0459756032796576,99.95403289794922,fake
https://www.infowars.com/posts/report-white-house-holds-wellness-meetings-for-muslim-arab-and-palestinian-aides/,0.0091601810709107,99.9908447265625,fake
https://www.aljazeera.com/economy/2023/10/6/iowa-risks-millions-of-dollars-as-it-faces-losing-first-vote-status,99.9929666519165,0.0070359732490032,legitimate
https://www.infowars.com/posts/israel-calls-on-un-chief-to-resign/,0.0639997015241533,99.93600249290466,fake
https://www.euronews.com/2023/10/26/israel-carries-out-targeted-raids-in-northern-gaza,99.9854326248169,0.014559672854375,legitimate
https://www.euronews.com/2023/10/26/israel-carries-out-targeted-raids-in-northern-gaza,99.9854326248169,0.014559672854375,legitimate
https://www.infowars.com/posts/israel-calls-on-un-chief-to-resign/,0.0639997015241533,99.93600249290466,fake
https://www.euronews.com/2023/10/26/lone-wolf-terrorists-in-europe-are-not-so-lonely-anymore-who-is-radicalising-and-recruitin,99.94422793388368,0.0557667401153594,legitimate
https://www.euronews.com/2023/10/26/israel-carries-out-targeted-raids-in-northern-gaza,99.9854326248169,0.014559672854375,legitimate
"https://www.infowars.com/posts/israel-calls-on-un-chief-to-resign/
",0.0639997015241533,99.93600249290466,fake
https://en.globes.co.il/en/article-yandex-looks-to-expand-activities-in-israel-1001406519,99.99635219573976,0.0036481840652413,legitimate
https://en.globes.co.il/en/article-yandex-looks-to-expand-activities-in-israel-1001406519,99.99635219573976,0.0036481840652413,legitimate
https://edition.cnn.com/travel/american-airports-post-security-passes/index.html,99.92148876190186,0.0785089679993689,legitimate
https://edition.cnn.com/2024/02/07/middleeast/gaza-underground-compound-israel-hamas-intl-cmd/index.html,99.99088048934937,0.009113011037698,legitimate
https://edition.cnn.com/2024/02/07/middleeast/gaza-underground-compound-israel-hamas-intl-cmd/index.html,99.99088048934937,0.009113011037698,legitimate
https://www.infowars.com/posts/this-is-1776-part-two-for-the-whole-world-vivek-alex-jones-warn-of-the-coming-globalist-technocracy/,0.0023529046302428,99.99765157699584,fake
https://edition.cnn.com/2024/02/08/politics/donald-trump-supreme-court-2024-analysis/index.html,99.994158744812,0.0058436420658836,legitimate
https://www.theonion.com/subway-manager-shows-new-hire-how-to-properly-soak-brea-1851408108,0.0020047487851115,99.99799728393556,fake
https://www.theonion.com/dad-gives-knowing-nod-to-family-also-dealing-with-whiny-1851407109,0.001969550976355,99.9980330467224,fake
https://enorainnovation.com/,0.003749751340365,99.99624490737916,fake
